seed,initial_reward,best_reward,final_reward
0,-11.21608315102498,-8.69693450245959,-9.682506379422794
1,-15.673596483492949,-10.095551969951073,-11.52830265648248
2,-20.496232943020043,-11.087909593491172,-11.087909593491172
3,-12.111470606954871,-9.19449919667227,-11.528086064504212
4,-13.792015489437437,-9.719731056585847,-10.749324032892009
